Article,Image Count,Emissions
/article/Main_Page,38,0.2200356909823604
/article/SuperSymmetry_and_the_LHC_Run_2,26,0.3601259158495813
/article/Special_relativity,7,0.0769895204555243
/article/Real-time_data_analysis_in_particle_physics,14,0.2143823379183188
/article/Resonance,7,0.0769686259324662
/article/The_Top_quark_discovery,24,0.1545774298424832
/article/Scholarpedia,8,0.1262333799610845
/article/Encyclopedia_of_Computational_Neuroscience,9,0.0806873475543223
/article/Grid_cells,15,0.2131951262226328
/article/Attractor,24,0.2717775788289495
/article/Periodic_orbit,11,0.2280277201814577
/article/Dynamical_Systems,10,0.1871811932740733
/article/Fixed_Point,8,0.1325319458275102
/article/Fixed_point,7,0.1312674495706335
"/article/Searching_for_Long-Lived_BSM_Particles_at_the_LHC,",8,0.19
"/article/The_Top_quark_discovery,",7,0.03763016348
/article/Scholarpedia_of_Touch,8,0.0781057411210611
/article/Searching_for_Long-Lived_BSM_Particles_at_the_LHC,26,0.3970196017803624
/article/Gluon,7,0.0769776886171661
/article/Supersymmetry_and_the_LHC_Run_2,26,0.3593178264638408
/article/Electroweak_interaction,7,0.0781261321616359
/article/Supersymmetry,8,0.0770028627413325
/article/State_space,20,0.2030930019359104
/article/Equilibria,18,0.1979839134363457
/article/Gauge_invariance,8,0.200840169564262
/article/Hamiltonian_systems,18,0.2536992850413546
/article/Three_body_problem,22,0.4087930361704902
/article/Lagrangian,7,0.0770053801537491
/article/Memory,10,0.1387985405562445
/article/Algorithm,7,0.078173962997552
/article/Synchronization,28,0.2270668238620274
/article/Quasiperiodic_Oscillations,8,0.1871434320878237
/article/Dynamical_systems,10,0.1902343110529706
/article/The_CMS_experiment,8,0.0773177910346537
/article/The_ATLAS_Experiment,28,0.2979541366196238
/article/Logic,7,0.0771191671949811
/article/Higher-order_logic,8,0.0770257711943239
/article/Properties_of_the_top_quark,9,0.0890723448316566
/article/Periodic_Orbit,11,0.2320220984629355
/article/Unstable_Periodic_Orbits,24,0.3326199125616811
/article/Neuron,22,0.2405266728300601
/article/Saltatory_conduction,13,0.2086806505358778
/article/Perturbation_theory,8,0.0781309152452275
/article/The_top_quark_discovery,24,0.1554950266683474
/article/Vertex,16,0.2078481422496959
/article/Stability,19,0.320977887099702
/article/Bursting,17,0.2021361334763467
/article/Bifurcation,10,0.1837064089153893
/article/Normal_form,8,0.1876839205336757
/article/Cortical_memory,12,0.1543752816254273
/article/Basal_Ganglia,26,0.224897821323853
/article/Thalamus,15,0.2080165571403689
/article/Intracellular_recording,14,0.1849250882662833
/article/Voltage_clamp,22,0.1494930119846016
/article/Binding_by_synchrony,8,0.1281101109176874
/article/Synfire_chains,12,0.1551476237548515
/article/Numerical_analysis,8,0.1835236447739414
/article/Complexity,12,0.1432573814285919
/article/Kohonen_network,12,0.2781199476714246
/article/Adaptive_Resonance_Theory,22,0.301436976698041
/article/Vision,8,0.0784138724008575
/article/Reward_signals,40,0.2891804508651607
/article/Neuroeconomics,8,0.1266905420559458
/article/Neural_correlates_of_consciousness,18,0.1530898908454925
/article/Functional_magnetic_resonance_imaging,8,0.1713290472865104
/article/Brain,15,0.2206786381135694
/article/Motor_cortex,7,0.0771685084783472
/article/Stomatogastric_ganglion,28,0.2291195219465531
/article/Hopfield_network,22,0.2586009387577884
/article/XPPAUT,13,0.274160561422538
/article/High-conductance_state,20,0.1778239713214338
/article/Morris-Lecar_model,8,0.1852067867157049
/article/Ermentrout-Kopell_canonical_model,10,0.176930038172286
/article/Saddle-Node_Bifurcation,14,0.1875416867321357
/article/Center_manifold,10,0.1841001322173513
/article/Reward,22,0.2170268796619959
/article/Basal_ganglia,26,0.2216556458724662
/article/Attention,18,0.1456808943620883
/article/Up_and_down_states,14,0.1500820864900946
/article/FitzHugh-Nagumo_model,22,0.2623413101264276
/article/Equilibrium,18,0.1988340436094441
/article/Rall_model,18,0.2027559204133227
/article/Spinal_cord,22,0.1512262504334561
/article/Neuroanatomy,32,0.1954677597259171
/article/Pyramidal_neuron,20,0.2378330415442585
/article/Fast_oscillations,9,0.1421675935934298
/article/Entorhinal_cortex,12,0.1863882083628326
/article/Santiago_Ram%C3%B3n_y_Cajal,28,0.3280490468367935
/article/Neuroscience,14,0.197590693616867
/article/Ion_channels,11,0.2021683563552797
/article/Interneurons,14,0.2061685246853158
/article/Neural_Inhibition,14,0.1546380994817242
/article/Hippocampus,22,0.3150025569875724
/article/Neural_inhibition,14,0.1552921232275665
/article/GABA,16,0.2173614437721669
/article/Nervous_system,19,0.1601429252131842
/article/Donald_Olding_Hebb,12,0.1356774526420981
/article/Models_of_hippocampus,8,0.1288864809069782
/article/Turbulence,13,0.2437786661898717
/article/Julia_Sets,8,0.0770995313781313
/article/Julia_sets,7,0.0769917861266993
/article/Basin_of_attraction,16,0.182861565308366
/article/Partial_differential_equation,10,0.2005755895192735
/article/Numerical_Analysis,8,0.1833695791340433
/article/Butterfly_Effect,18,0.2097689279235899
/article/Lyapunov_exponent,18,0.2127329293029382
/article/Phase_space,20,0.2023561553215608
/article/Stability_of_equilibria,8,0.1911373068868183
/article/Center_manifold_theorem,10,0.1869352420809678
/article/Normal_Forms,8,0.1901605508691631
/article/Bifurcations,10,0.1829539543440565
/article/Structural_stability,13,0.2562579830216244
/article/Basin_of_Attraction,16,0.1826498509241268
/article/Duffing_oscillator,24,0.2576757896946743
/article/Fractal,7,0.0769958139865659
/article/Fractals,8,0.0781231112667359
/article/Periodic_orbits,11,0.2311478011306375
/article/Dynamical_system,10,0.1871091952789575
/article/Singular_perturbation_theory,10,0.1901129717744887
/article/Phase_Response_Curve,14,0.1932333044649102
/article/Poincare-Bendixson_Theorem,11,0.2288624941388145
/article/Period_doubling,16,0.210103492033761
/article/Noninvertible_maps,14,0.2100627099526114
/article/Maps_with_vanishing_denominators,18,0.2083929102966562
/article/Unstable,19,0.3241251561029814
/article/Isochron,14,0.2012716540524736
/article/Phase_Model,11,0.2011724680032581
/article/Averaging,10,0.1903302244660444
/article/Blue-Sky_Catastrophe,40,0.2340972015179694
/article/Phase_response_curve,14,0.1900107648303732
/article/Weakly_coupled_oscillators,11,0.2018224638892338
/article/Canards,19,0.2043028703433461
/article/Equilibrium_point,18,0.1980808338143863
/article/Controlling_chaos,10,0.1759812254324555
/article/Vector_field,10,0.1871383972629905
/article/Period_Doubling,16,0.2109750202124007
/article/Andronov-Hopf_bifurcation,14,0.1925825533552095
/article/Stability_of_Equilibria,8,0.1912548700466752
/article/Saddle-node_bifurcation,14,0.1874233683485538
/article/State_Space,20,0.2031863979365676
/article/Arnold_tongues,28,0.2268143273966387
/article/Quasiperiodicity,8,0.1873141126496717
/article/Andrey_Nikolaevich_Kolmogorov,18,0.1882870925487019
/article/Algorithmic_information_theory,10,0.1751827022138983
/article/Reinforcement_learning,16,0.219814410430938
/article/Unstable_periodic_orbits,24,0.3324869931860827
/article/Stable,19,0.3210096064961515
/article/Boundary_value_problem,10,0.1841036565947346
/article/Runge-Kutta_methods,10,0.1887973720455542
/article/Initial_value_problems,8,0.1835699651624076
/article/Lyapunov_function,8,0.1312624147458002
/article/Shilnikov_Bifurcation,24,0.2298342153316364
/article/Lyapunov_exponents,12,0.1810037149448879
/article/Weakly_Coupled_Oscillators,11,0.2019110768062994
/article/Neimark-Sacker_bifurcation,18,0.1968208688998594
/article/Fixed_points,8,0.1324289836596697
/article/Callan-Symanzik_equation,7,0.0781482853909023
/article/Phase_Portrait,20,0.2024530756996013
/article/Dynamical_billiards,14,0.1921689424951561
/article/Topological_dynamics,8,0.1840565809825435
/article/Symbolic_dynamics,18,0.2383400484049693
/article/Cellular_automata,8,0.1716024382749572
/article/Game_of_Life,17,0.8188835467005149
/article/Hamiltonian_Systems,18,0.2537906671120785
/article/Kolmogorov-Arnold-Moser_Theory,20,1.498106339092087
/article/Initial_Value_Problems,8,0.1875180230554193
/article/Phase_Space,20,0.2027289841004647
/article/Symbolic_Dynamics,18,0.2381716335142962
/article/Language,8,0.0769948070215992
/article/Language_(computer),7,0.03702029331
/article/Game_of_life,17,0.8168857282066718
/article/Consciousness,9,0.2141064295174554
/article/Binocular_rivalry,16,0.2029114965006709
/article/Attractors,24,0.2725192085268907
/article/Partial_Differential_Equations,10,0.1999339010942727
/article/Topological_Dynamics,8,0.187286169371847
/article/Dynamical_Billiards,14,0.1883784746194258
/article/The_ATLAS_experiment,28,0.2949775481781922
/article/Predator-prey,14,0.1966119236692786
/article/Partial_differential_equations,10,0.199859637427982
/article/MATLAB,8,0.1293680619022809
/article/C_(programming_language),8,0.03770350766
/article/Chemical_reaction_kinetics,20,0.2418201193297282
/article/Delay_differential_equations,12,0.1909464870256371
/article/VCON,16,0.2012776958422735
/article/Bogdanov-Takens_bifurcation,10,0.1864841217759065
/article/MATCONT,12,0.1462090474870987
/article/Structurally_stable,13,0.2573100096705369
/article/Shilnikov_bifurcation,24,0.2295374124077148
/article/Hartman-Grobman_Theorem,7,0.078540749986656
/article/Hartman-Grobman_theorem,8,0.0784257042392157
/article/Andronov-Hopf,14,0.1949428792370483
/article/Structural_Stability,13,0.2566763769652694
/article/Andronov-Hopf_Bifurcation,14,0.1958564482030459
/article/Slavnov-Taylor_identities,8,0.1721202700090594
/article/Motivation,7,0.0784161380720324
/article/Path_integral,10,0.2201701208054088
/article/Gauge_theories,16,0.213747446506843
/article/Chiral_anomaly,8,0.1971018121255562
/article/Faddeev-Popov_ghosts,8,0.1888784327253699
/article/Renormalization,8,0.0784173967782408
/article/Lattice_gauge_theories,20,0.2325306157710962
/article/Hamiltonian,7,0.1225098752556368
/article/Quantum_Computation,24,0.2009640262551605
/article/NMR_in_strongly_correlated_materials,44,0.3575360019553453
/article/Fluctuations,10,0.1935215481866151
/article/Nicotinic_Acetylcholine_Receptors,10,0.1332655198057182
/article/Ion_Channels,11,0.2015254092240706
/article/Nicotinic_acetylcholine_receptors,10,0.1339074599719606
/article/Non-Abelian_gauge_theories,16,0.2110726958141662
/article/Quantum_electrodynamics,7,0.0784118584709242
/article/BRST_symmetry,8,0.1866719207421876
/article/Covariance,7,0.0784236903092824
/article/Gauge_invariance/more_on_general_relativity,8,0.1347198289588094
/article/Zinn-Justin_equation,8,0.2090897300535813
/article/Faddeev-Popov_determinant,8,0.1919884440248832
/article/Becchi-Rouet-Stora-Tyutin_symmetry,8,0.1858930333404801
/article/Electromagnetism,7,0.0781095172396861
/article/Stability_of_Hamiltonian_Flows,8,0.078315441575367
/article/Three_Body_Problem,22,0.4096912489207461
/article/Quasiperiodic_oscillations,8,0.1838675233100541
/article/Stability_of_Hamiltonian_flows,9,0.0782112207013182
/article/Nontwist_maps,14,0.2236438981991261
/article/Traveling_waves,8,0.0769802060295827
/article/Andrey_Kolmogorov,18,0.1849344026922248
/article/Smale_horseshoe,11,0.1899040265439078
/article/Symplectic_Maps,11,0.1995550305255689
/article/Kolmogorov-Arnold-Moser_theory,20,1.4969443015205677
/article/Hamiltonian_normal_forms,14,0.1816688153053633
/article/Symplectic_maps,11,0.198722522239387
/article/Conjugate_maps,10,0.1821101177019998
/article/Celestial_Mechanics,14,0.1965882599925622
/article/Astrometry,10,0.1822631763769314
/article/N-body_Simulations,12,0.2074277343761176
/article/Celestial_mechanics,14,0.1996428882189095
/article/N-Body_Simulations,12,0.2081713780039921
/article/Aubry-Mather_theory,7,0.0770323164666071
/article/Hamiltonian_Dynamics,18,0.2561864885089919
/article/Sitnikov_problem,42,0.6537697389294393
/article/Central_configurations,28,1.3591159717096948
/article/KAM_Theory_in_Celestial_Mechanics,20,1.4970923253706658
/article/KAM_Theory,20,1.4970731930362993
/article/Normal_forms,8,0.1869120818867348
/article/Central_Configurations,28,1.3623020088641906
/article/Lagrangian_formalism_for_fields,8,0.1864189207943156
/article/Motor_coordination,14,0.1380997068693861
/article/Conditioning,8,0.1263685650078579
/article/Classical_conditioning,8,0.1256130895416252
/article/Computational_models_of_classical_conditioning,10,0.1736961701818742
/article/Amnesia,12,0.1468882453571073
/article/False_memory,8,0.1260040436899289
/article/Memory_modulation,12,0.252278960955888
/article/Functional_Magnetic_Resonance_Imaging,8,0.1718723048860207
/article/Working_memory,10,0.1342551146266982
/article/Visual_Short_Term_Memory,18,0.1566142682287842
/article/Parietal_cortex,7,0.0769958139865659
/article/Episodic_memory,8,0.1266422077375464
/article/Multiple_memory_systems,11,0.162670910761971
/article/Models_of_epilepsy,20,0.1649312953708693
/article/Hypothalamus,8,0.1263275311854668
/article/Amygdala,25,0.18477933008736
/article/Emotional_memory,20,0.1556556375805288
/article/Autonomic_Nervous_System,10,0.1504720336734317
/article/Cerebellum,30,0.2662505998682231
/article/Functional_imaging,12,0.1425822114184499
/article/Transcranial_magnetic_stimulation,18,0.1584179942253046
/article/Functional_Imaging,12,0.1426803905026987
/article/Modulation_of_memory,12,0.2522661221525632
/article/Classical_Conditioning,8,0.1264468565340153
/article/Neural_basis_of_emotions,8,0.1262321212548762
/article/DBLP,7,0.0781482853909023
/article/Burst_synchronization,16,0.2499624380500987
/article/Measures_of_neuronal_signal_synchrony,12,0.2043109260630793
/article/Van_der_Pol_oscillator,20,0.2231283321361988
/article/Crises,14,0.1847815957585349
/article/Pulse_Coupled_Oscillators,14,0.1970597713381983
/article/Synchrony_Measures,14,0.2288307747423649
/article/Pulse_coupled_oscillators,14,0.1976911383722908
/article/Phase_model,11,0.2010458421587012
/article/Voltage-controlled_oscillations_in_neurons,16,0.1981221193780191
/article/Oscillation_death,18,0.1897597788124345
/article/Belousov-Zhabotinsky_reaction,18,0.2167879772236571
/article/Desynchronization,40,0.3384577919558622
/article/Limit_cycle,11,0.2280365311249159
/article/Burst_Synchronization,16,0.250045260918606
/article/Phase_Models,11,0.2019176220785826
/article/Arnold_Tongues,28,0.2269210656831041
/article/Coherence_resonance,16,0.2125322915333323
/article/Optimization,8,0.0781203421130776
/article/Coherence_Resonance,16,0.2126377711135894
/article/Measures_of_spike_train_synchrony,16,0.2235517609046772
/article/Perturbation_Methods,8,0.0771174050062894
/article/The_Higgs_Boson_discovery,34,0.3460158192543313
/article/Englert-Brout-Higgs-Guralnik-Hagen-Kibble_mechanism,14,0.2056811536414549
/article/Dblp,8,0.0782681142219342
/article/TPTP,8,0.0781535719569772
/article/Isabelle,7,0.0781510545445606
/article/Color_charge,8,0.1809785408207215
/article/Axial_anomaly,8,0.1970992947131395
/article/Cosmic_strings,22,0.3298157668707892
/article/Electroencephalogram,15,0.2146277856289409
/article/Epilepsy,20,0.1641720437860116
/article/Gamma-Aminobutyric_Acid,16,0.2150534800685942
/article/Schizophrenia,26,0.1767034710547886
/article/Bubbling_transition,12,0.1902773588052951
/article/Quantum_chaos,32,0.2498103863401338
/article/Spike_train_and_point_processes,8,0.1263182167595252
/article/Butterfly_effect,18,0.2093520444273948
/article/Jacobian_matrix,18,0.1978029114835895
/article/Attractor_reconstruction,14,0.1977769821356982
/article/Cardiac_arrhythmia,29,0.585652083312627
/article/Attractor_Dimensions,12,0.181106173630245
/article/Entropy,10,0.2030791561676189
/article/Entropy_in_Chaotic_Dynamics,10,0.2029477472394704
/article/Bekenstein-Hawking_entropy,12,0.1797570923161693
/article/Bubbling_Transition,12,0.1903662234636023
/article/Kolmogorov-Sinai_Entropy,8,0.1741661710800603
/article/Hyperbolic_Dynamics,9,0.1924715354676358
/article/Partial_hyperbolicity,8,0.1859924711309373
/article/Attractor_dimension,12,0.1810017010149546
/article/Attractor_Reconstruction,14,0.1978653433115221
/article/Quantum_Chaos,32,0.2536152034666389
/article/Path_Integral,10,0.2205527674927376
/article/Second_Quantization,8,0.1899601648407988
/article/Quantum_Hall_Effect,8,0.0771307472920976
/article/Quantum_Hall_effect,7,0.0770003453289158
/article/Metric_entropy,8,0.1732948946426622
/article/Pesin_entropy_formula,8,0.172693988298811
/article/Shadowing,12,0.1801782554134726
/article/Topological_entropy,10,0.1863360979258083
/article/Controlling_Chaos,10,0.1768024053627625
/article/Martin_Gutzwiller,16,0.0904788231488317
/article/Gutzwiller_wave_function/historical_note,8,0.0784883878083899
/article/Gating_Currents,16,0.1788062656464055
/article/Enteric_(gut)_nervous_system,10,0.07371622622
/article/Rall_Model,18,0.2017889823040925
/article/Locus_coeruleus,20,0.2087639768868685
/article/Receptive_field,18,0.1585879195634275
/article/Retina,22,0.1769121645441279
/article/Perturbation_theory_(dynamical_systems),12,0.09331134630999999
/article/Periodic_solution,11,0.2311420110820793
/article/NEURON_Simulation_Environment,8,0.127099873314891
/article/Neuroinformatics,14,0.2661569521263242
/article/Connectome,10,0.1870336729064584
/article/Partial_Differential_Equation,10,0.1967798350774683
/article/Bardeen-Cooper-Schrieffer_theory,20,0.2018501554258167
/article/Spike-Timing_Dependent_Plasticity,22,0.2074425871093757
/article/Brian_simulator,12,0.1635988289787434
/article/NEST_(NEural_Simulation_Tool),14,0.09294753013
/article/Neuron_simulation_environment,8,0.1277468483059667
/article/Dynamic_clamp,12,0.1856093209611252
/article/VERTEX,16,0.2069816488958895
/article/Adaptive_exponential_integrate-and-fire_model,34,0.2226568207905628
/article/Complex_systems,10,0.1837894835251383
/article/GENESIS_(simulation_environment),12,0.09346590162000001
/article/Conductance-Based_Models,10,0.1781270677763969
/article/Matlab,8,0.1300419732062146
/article/Local_field_potential,24,0.238528099112492
/article/Fast_Oscillations,9,0.1391414121273905
/article/Pseudospectrum,28,0.3491452146294527
/article/Topologically_equivalent,10,0.1852717359560542
/article/Boundary_Value_Problem,10,0.1841688575763255
/article/Quasiperiodic,8,0.1839158576284535
/article/Nervous_System,20,0.1602486565346829
/article/Signal-to-noise_ratio,8,0.1770055605447851
/article/Saddle-node_Bifurcation,14,0.1868146580262109
/article/Short-term_synaptic_plasticity,18,1.0095475800530054
/article/Dopamine_Modulation,8,0.1330563228338956
/article/Dopamine_modulation,8,0.1298106230051257
/article/Plant_Model,12,0.1797349390869028
/article/Unfolding,8,0.1879807234575972
/article/Unfoldings,8,0.188730912357755
/article/Dopaminergic_neurons,8,0.1290604341049678
/article/Conductance-based_models,10,0.1788007273390889
/article/Singularly_perturbed_system,10,0.1869813107281923
/article/Phase_portrait,20,0.2031028198443353
/article/Electrosensory_lateral-line_lobe,20,0.1657139588912017
/article/Mathematical_Biology,8,0.127802734861616
/article/Stomatogastric_Ganglion,28,0.2281843032337725
/article/Neimark-Sacker_Bifurcation,18,0.1976838378762826
/article/Fold-Hopf_bifurcation,8,0.184183458568342
/article/Equivariant_bifurcation_theory,9,0.1945929589111358
/article/Equivariant_dynamical_systems,17,0.2754187641483732
/article/Fold-Hopf_Bifurcation,8,0.1850557419707067
/article/Kolmogorov-Arnold-Moser,20,1.4969898666853083
/article/Bogdanov-Takens_Bifurcation,10,0.1875260787751525
/article/Flip_Bifurcation,16,0.2102248313122429
/article/Bautin_Bifurcation,10,0.1874258857609704
/article/Periodic_Orbits,11,0.2288604802088812
/article/Hopf-Hopf_Bifurcation,8,0.1838076088945381
/article/Topological_Equivalence,10,0.1822505893148482
/article/Bautin_bifurcation,10,0.1873385315501131
/article/Cusp_bifurcation,14,0.1927867155021987
/article/Equivariant_Bifurcation_Theory,9,0.1946803131219931
/article/Conjugate_Maps,10,0.1822483236436732
/article/Cusp_Bifurcation,14,0.1928896776700392
/article/Delay_Differential_Equations,12,0.1907443388085812
/article/Delay-Differential_Equations,12,0.1899860941886901
/article/Center_Manifold_Theorem,10,0.1831656687282957
/article/Oscillator,11,0.2280418176909908
/article/Gestalt_Principles,30,0.1896510265960358
/article/Premotor_cortex,7,0.0769751712047495
/article/Cognitive_neuropsychology,9,0.1814052422253415
/article/Theory_of_Mind,8,0.0771841164353303
/article/Cell_assemblies,10,0.1326482502811588
/article/Self-organization,36,0.3468234051575884
/article/Cell_assembly,10,0.1332116471800022
/article/Synfire_chain,12,0.1512836474365554
/article/Addiction,7,0.0781233630079776
/article/Operant_Conditioning,12,0.13579577102568
/article/Reinforcement,8,0.1269709817991592
/article/Gamma-aminobutyric_acid,16,0.2149784611785784
/article/Operant_conditioning,12,0.1356593272726983
/article/Up_and_Down_States,14,0.1491697762303054
/article/Model_of_basal_ganglia,12,0.1576131774757057
/article/Models_of_basal_ganglia,12,0.1584504688454792
/article/Habenula,14,0.1438718817994929
/article/Reinforcement_Learning,16,0.2191943717527203
/article/Action_selection,12,0.1389239076945931
/article/Animat,18,0.1617027139465324
/article/Reward_Signals,40,0.2890080081146211
/article/Neural_prosthetics,20,0.2770545787367038
/article/Models_of_Basal_Ganglia,12,0.1576783784572966
/article/Short-term_plasticity,18,1.010313628651388
/article/Hopfield_Network,22,0.255559149334766
/article/Neuronal_noise,10,0.1870321624590084
/article/Thalamocortical_oscillations,15,0.1533990290902555
/article/Pulvinar,7,0.0769784438408911
/article/Thalamocortical_Oscillations,15,0.1527475227568298
/article/Area_V1,38,0.2526276225755922
/article/Frontal_eye_field,12,0.1734955324122682
/article/Models_of_Thalamocortical_System,11,0.1977404796556569
/article/Short-term_Plasticity,18,1.0096845272884705
/article/Glutamate_receptors,7,0.0769963174690492
/article/Electrical_properties_of_cell_membranes,8,0.1744196745104156
/article/Cable_Theory,10,0.1772286032848991
/article/Single_electrode_voltage_clamp,14,0.1352980785909109
/article/Dynamic_Clamp,12,0.1833620268967934
/article/Single_Electrode_Voltage_Clamp,14,0.1385306878751143
/article/Saltatory_Conduction,13,0.2095511717495508
/article/Visual_map,18,0.2287406513778493
/article/Signal-to-Noise_Ratio,8,0.1739886935046874
/article/Mutual_Information,10,0.1999789627765305
/article/Mutual_information,10,0.2037651510511525
/article/Area_MT,7,0.0769895204555243
/article/Gestalt,30,0.1888051760240458
/article/UP_and_DOWN_States,14,0.1522901089207269
/article/Spike-timing_dependent_plasticity,22,0.2066037852921523
/article/Cell_Assemblies,10,0.1327388771281577
/article/Spike-Timing-Dependent_Plasticity,22,0.2077492079417221
/article/STDP,22,0.2104780830013565
/article/High-Conductance_State,20,0.1779241643356159
/article/Differential-algebraic_equations,10,0.1889401093295775
/article/Finite_element_method,12,0.2043834275406785
/article/Galerkin_methods,10,0.1967433325974271
/article/Wavelet_Analysis,7,0.077101293566823
/article/Delay-differential_equations,12,0.1901907598181628
/article/Adams_Method,8,0.1847012903024442
/article/Direct_methods_for_sparse_matrix_solution,8,0.1824570171330124
/article/Information_Integration_Theory,14,0.3154166713301092
/article/Self-Organization,36,0.3469454996597954
/article/Turing_Machine,12,0.1875734061285853
/article/Small-world_network,12,0.2089145181493834
/article/Small-World_Network,12,0.2092674593701959
/article/Algorithmic_Information_Theory,10,0.1755653489012271
/article/Algorithmic_Complexity,10,0.190027379752323
/article/Algorithmic_complexity,10,0.1860632104198448
/article/Complex_Systems,10,0.1839140954397618
/article/Adaptive_resonance_theory,22,0.3010570991643704
/article/Bayesian_statistics,12,0.1960983715362847
/article/Figure-ground_perception,20,0.1564526503516361
/article/Kohonen_Network,12,0.2784741475984454
/article/Cognitive_psychology,8,0.1276078871405683
/article/Magnetoencephalogram,12,0.141803575757984
/article/Text_categorization,10,0.1762490781135857
/article/Traveling_Waves,7,0.0770924826233647
/article/Sequence_learning,8,0.0784236903092824
/article/Narcolepsy,9,0.1506671331357211
/article/Cataplexy,8,0.1297741205250844
/article/Reflexes,7,0.0769681224499829
/article/Sleep_apnea,7,0.0785019818354398
/article/Computational_Intelligence,8,0.0785488057063892
/article/Computational_intelligence,7,0.0769985831402242
/article/Qualia,7,0.0769935483153909
/article/Inferior_temporal_cortex,12,0.1395882528313435
/article/Fuzzy_neural_network,14,0.2245718164158985
/article/Human_saccadic_eye_movements,18,0.1552863331790082
/article/Temporal_difference_learning,8,0.1859672970067709
/article/Temporal_Difference_Learning,8,0.1865561197710223
/article/Dopamine_neurons,8,0.1329536124072969
/article/Striatum,26,0.2216981901423074
/article/Eye_movements,26,0.1970975325244479
/article/Brain_imaging,12,0.142883797425963
/article/Rescorla-Wagner_learning_rule,8,0.1720170560999773
/article/Blocking_Conditioning,8,0.1766304660947062
/article/BCM_theory,24,0.4524643515505829
/article/Models_of_synaptic_plasticity,16,0.2007784929600544
/article/Game_Theory,8,0.0770919791408814
/article/Game_theory,7,0.0784128654358908
/article/Vegetative_State,28,0.2070692548479885
/article/Mind-Body_Problem,8,0.1292650997344404
/article/Inattentional_blindness,10,0.128761617251113
/article/Attention_and_Consciousness,28,0.2731895954534412
/article/Motion_Induced_Blindness,10,0.421303568916209
/article/Models_of_Consciousness,10,0.1741988974414766
/article/Ventral_Pathway,18,0.3493438384691253
/article/Dorsal_Pathway,18,0.3462260231911205
/article/Continuous_flash_suppression,16,0.1986155322116799
/article/Integrated_information_theory,14,0.3155893658218905
/article/Anosognosia,8,0.127018309152592
/article/Functions_of_consciousness,7,0.078286994815059
/article/Vegetative_state,28,0.2046137707768008
/article/Hemineglect,18,0.1584532379991375
/article/Visual_masking,12,0.1359576406440697
